trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.99}",25,0,-200.83846860841754,"{0: 12, 1: 6, 2: 2, 3: 2, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.9801}",20,0,-123.2527342671577,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.970299}",25,0,-126.87350089471364,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.96059601}",25,0,-119.72176446636429,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9509900498999999}",30,0,-93.81311888019314,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.941480149401}",20,0,-62.845713468913964,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,0,-123.90284556912384,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9227446944279201}",35,4,-204.4377778722722,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 3}",1
9,False,"{'a': 0.5, 'e': 0.9135172474836408}",20,3,-144.4146241918625,"{0: 8, 1: 5, 2: 1, 3: 0, 4: 3}",1
10,False,"{'a': 0.5, 'e': 0.9043820750088044}",20,0,-21.469591396796666,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.8953382542587164}",25,0,-44.75424031918821,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.8863848717161292}",25,0,-83.75007556402547,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.8775210229989678}",30,0,-191.21481919980073,"{0: 14, 1: 4, 2: 9, 3: 1, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.8687458127689782}",20,0,-113.24462680088921,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.8600583546412884}",25,0,-147.14404710862584,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
16,False,"{'a': 0.5, 'e': 0.8514577710948755}",20,0,-182.57940431406664,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 3}",0
17,False,"{'a': 0.5, 'e': 0.8429431933839268}",20,0,-130.78730997399632,"{0: 9, 1: 5, 2: 2, 3: 3, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.8345137614500875}",20,0,-130.92542906994473,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.8261686238355866}",30,0,-69.45371391476607,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8179069375972308}",30,6,-72.7534472602724,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.8097278682212584}",25,0,-177.60313734845312,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390459}",20,0,-61.823057831989416,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.7936142836436554}",20,0,-1.8447169604066782,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",20,0,-114.4059466365156,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.7778213593991467}",20,0,-179.519355894518,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 4}",0
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",20,0,-134.04475292273116,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",30,0,-132.261477353443,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036326}",25,0,-51.14532738301858,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",20,0,-0.029200075814595938,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",20,0,-28.62366020340829,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.7323033696543975}",20,10,-50.39106956875057,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
32,False,"{'a': 0.5, 'e': 0.7249803359578534}",20,0,-116.36197817162929,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.7177305325982749}",25,8,-54.46309526474349,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",25,0,-70.07774789358093,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",20,12,-67.27151678498193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",25,0,-89.0285432429896,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.6894490858690777}",25,0,-53.80041960817559,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.682554595010387}",20,8,10.87884269586219,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",20,10,-37.821569811261405,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",20,0,-52.58033936337943,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,8,-180.56546461352465,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 4}",1
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",20,0,-62.58398506073355,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",25,0,-62.40942713364231,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",30,0,-48.88919660410408,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",25,10,-14.486451441014129,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",30,0,-136.08320417865474,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
47,False,"{'a': 0.5, 'e': 0.6235253948912}",30,0,-171.49607676200677,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
48,False,"{'a': 0.5, 'e': 0.617290140942288}",35,0,-177.277630826631,"{0: 21, 1: 6, 2: 5, 3: 0, 4: 3}",0
49,False,"{'a': 0.5, 'e': 0.611117239532865}",25,3,-70.06250022592117,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.6050060671375364}",20,0,-106.93839001063972,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.598956006466161}",25,13,-25.943132578326377,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",25,0,-186.08755426574405,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",35,0,-112.40799186228443,"{0: 27, 1: 0, 2: 6, 3: 0, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",25,13,-3.774342468868787,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",25,0,-70.41926591002056,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",35,0,-118.459690349433,"{0: 25, 1: 1, 2: 5, 3: 3, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.5639051904523875}",25,18,-3.1000744365540847,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.5582661385478637}",30,0,-90.46488894234393,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",25,0,-42.22304333268969,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",20,0,-63.46484112713831,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",30,11,-88.98944962622747,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 1}",1
62,False,"{'a': 0.5, 'e': 0.536268225207185}",20,11,5.715820558785827,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",20,6,-34.51690338444748,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.525596487525562}",20,12,-20.973105271658415,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",35,25,14.130045562855493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",20,0,-38.22923871214349,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",30,0,-80.44958135138288,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",30,0,-8.398631708961316,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,0,-46.315023351407454,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",35,0,-51.520675007621364,"{0: 30, 1: 0, 2: 3, 3: 1, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",20,10,-26.54286422512943,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",25,4,-12.326319260164814,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,13,2.8726947057750953,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.47534004200570695}",25,0,27.64906919245946,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.4705866415856499}",20,0,-37.232399504886786,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.46588077516979337}",20,0,-30.160685303265144,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.46122196741809546}",20,10,-8.229750825390465,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.4566097477439145}",25,17,-2.383283294942637,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.45204365026647536}",25,15,17.659453526230905,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.4475232137638106}",20,14,11.78764575854889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.4430479816261725}",25,7,-15.435874664798991,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.43861750180991077}",20,10,-7.785453274149232,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.43423132679181164}",20,0,-62.31706501147662,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
84,False,"{'a': 0.5, 'e': 0.4298890135238935}",20,15,2.742319075452543,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.4255901233886546}",25,0,-20.091778490036187,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.421334222154768}",25,0,-85.19691223316971,"{0: 20, 1: 0, 2: 1, 3: 3, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.41712087993322033}",30,0,-76.49680557261091,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.41294967113388814}",25,7,-23.435880257253636,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.40882017442254925}",20,0,-58.564936790695484,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.4047319726783238}",25,0,-13.150838890049224,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.40068465295154054}",30,11,-17.086430697071144,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.3966778064220251}",20,6,3.332528457604213,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.39271102835780486}",20,0,-18.832072773468614,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.3887839180742268}",20,11,3.278254127272614,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.38489607889348454}",25,6,12.436778651413336,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.38104711810454966}",20,5,-55.51340178839456,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350417}",30,16,10.34800193865701,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37346428045426916}",20,14,9.275153168942348,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.36972963764972644}",25,0,-11.943861003109522,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.3660323412732292}",25,4,-78.97204783945405,"{0: 14, 1: 1, 2: 2, 3: 4, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.3623720178604969}",30,10,20.644359943624938,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.3587482976818919}",25,0,-66.00128770287391,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.355160814705073}",25,8,1.9748509751340473,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.35160920655802225}",30,0,-135.2461049568653,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
105,False,"{'a': 0.5, 'e': 0.348093114492442}",20,0,-0.8894998048769143,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.3446121833475176}",20,0,-49.90362227740867,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,10,3.3956915345375,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",20,6,4.074561845296197,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",25,12,9.15586527108192,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,9,19.864342862833656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,0,-32.95219297381838,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",20,0,-2.1481641641029845,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,0,-27.3259347662616,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,5,-226.32036658118798,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 5}",1
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",20,9,-24.748517254525215,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,13,9.973680218442633,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,0,11.864576811212038,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.3054590259283046}",30,0,29.71161961084613,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.30240443566902153}",20,0,-70.8829780268389,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.2993803913123313}",20,2,-53.64300515123026,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.296386587399208}",20,9,20.626315240643578,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2934227215252159}",25,13,-25.709226583642465,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
123,False,"{'a': 0.5, 'e': 0.29048849430996376}",30,16,-6.148255084517352,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.2875836093668641}",20,0,-68.78537397371389,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.28470777327319546}",25,0,-2.9538227650177324,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.2818606955404635}",20,0,8.777879612556115,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.27904208858505886}",20,0,-35.615266267122855,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.2762516676992083}",20,10,-2.187207852964307,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2734891510222162}",30,12,-51.340347413112816,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
130,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,0,2.8993390207577177,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.2680467169168741}",20,0,-17.076954000752856,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.26536624974770534}",20,0,12.589581449577441,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.2627125872502283}",25,15,8.014597450888193,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.26008546137772603}",25,12,16.427209407445496,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.25748460676394874}",20,5,-25.831678737905634,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963093}",25,11,-25.38548676334659,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893462}",30,0,43.6514149568183,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.2498370564584527}",25,17,-8.259907191604269,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386818}",25,12,-49.39012473343427,"{0: 8, 1: 1, 2: 2, 3: 2, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492948}",25,3,-105.37026996085324,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 3}",1
141,False,"{'a': 0.5, 'e': 0.2424166460445802}",20,0,-26.03496294839459,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.2399924795841344}",20,0,-2.3337581841246458,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",20,0,-27.83701247149275,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.23521662924041012}",20,4,26.42475605117752,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",25,10,9.560325767206765,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",30,0,-31.485363591306324,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",25,0,25.130367868402107,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",25,7,27.37571810030896,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.2236886739786474}",20,8,11.237193243278641,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886091}",20,0,-29.89472870632854,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.2192372693664723}",20,7,7.413910430433822,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.21704489667280757}",20,2,-19.054744824031673,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.2148744477060795}",25,0,-30.19923795923804,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.2127257032290187}",20,5,-11.907819721147794,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672852}",20,15,9.935018894955233,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20849246173476124}",30,12,10.294655024564193,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.2064075371174136}",25,15,4.383705769925858,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2043434617462395}",20,9,9.450775785916997,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.2023000271287771}",20,3,27.79971478585207,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.2002770268574893}",20,6,17.20694931713565,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.19827425658891443}",20,16,8.079372010004455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19629151402302528}",20,8,-12.40203354336932,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279502}",20,5,0.8139900700727809,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19238531289396707}",25,17,14.986618481879669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.1904614597650274}",20,0,14.727135297172353,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.1885568451673771}",20,0,7.142648229268485,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",25,7,20.830296980885887,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.1848045639485463}",20,6,-14.837434499975373,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906084}",25,7,-47.37760074515828,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597024}",20,9,-21.785508750425635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471053}",30,4,-15.424609197530723,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 1}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876343}",20,0,-53.04339967201901,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
173,False,"{'a': 0.5, 'e': 0.1757473014911758}",30,14,11.142268583453017,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.173989828476264}",30,24,12.846979023161936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.1722499301915014}",30,15,26.251526038233827,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17052743088958636}",30,18,-64.83177148765111,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
177,False,"{'a': 0.5, 'e': 0.1688221565806905}",20,6,26.583434827304014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1671339350148836}",25,11,6.2408354827666805,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473476}",20,11,15.246874167584215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808742}",20,2,-25.482508851203864,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100654}",20,10,-19.65109160664667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.5, 'e': 0.16054819111089647}",30,15,-23.186985149172948,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.1589427091997875}",25,16,17.025293733658806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778962}",20,16,6.780145050498005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
